timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1789735175345,0.21547816,-0.15562311,-9.540894,0.02784533,-0.1352297,3.5807228
1789735177010,0.49320556,-0.033518824,-9.507375,0.015454824,-0.15974426,3.52076868
1789735182438,0.44771572,0.3184288,-9.435549,-0.0025313936,-0.0961929536,3.5582066
1789735183867,0.11492168,0.6392518,-9.5385,0.02904441,-0.0699464,3.638412
1789735184395,0.62728084,0.31124622,-9.64145,0.090996936,-0.218366016,3.595778
1789735185093,-0.038307228,0.373495468,-9.097966,0.01612098,-0.13269831,3.559539
1789735185708,0.49799396,0.24660278,-9.390059,0.005196018,-0.09486064,3.5681992
1789735188679,0.58418524,-0.10534488,-9.598354,0.0151883616,-0.10272128,3.565401
1789735191137,0.373495468,-0.0047884032,-9.354146,0.035173048,-0.13536294,3.553544
1789735195004,0.40462008,0.32321724,-9.433155,0.0058621744,-0.08233691,3.5816556
1789735196568,0.2705448,-0.10534488,-9.277532,0.02025115,-0.12843491,3.5855192
1789735197401,0.361524436,0.076614456,-9.512163,0.009459418,-0.1352297,3.5809892
1789735198009,0.48841716,0.23702596,-9.454702,0.009592649,-0.10258805,3.5997748
1789735198812,0.29927522,-0.11971009,-8.954314,0.020117918,-0.06688208,3.56779932
1789735202620,0.4165911,0.181959332,-9.3733,-0.007860643,-0.097258808,3.581389
1789735205672,0.33758244,0.23223756,-9.433155,-0.009192956,-0.11937519,3.57645936
1789735234463,0.45729252,0.23942018,-9.516952,0.0031975498,-0.08899847,3.5941794
1789735237218,0.217872352,0.08619126,-9.351752,0.03956968,-0.13363093,3.5908484
1789735237730,0.320823,0.05267244,-9.526528,0.038637056,-0.13909342,3.5809892
1789735239061,0.521936,0.23702596,-9.490616,-0.0019984686,-0.102321592,3.5639356
1789735239672,0.33279404,0.19871874,-9.3421752,0.027312404,-0.15548084,3.563136
1789735240809,0.47165772,0.181959332,-9.361329,0.007327718,-0.14762022,3.5556752
1789735241316,0.50517652,-0.0023942016,-9.579201,0.01385605,-0.129634,3.5672664
1789735244662,0.7015011,0.074220252,-9.500193,-0.005995406,-0.13896018,3.55834
1789735247258,0.356736068,0.21547816,-9.519346,-0.019584992,-0.09779173,3.5655344
1789735250319,0.186747732,-0.1436521,-9.315839,0.024647778,-0.052626336,3.5748608
1789735254901,0.4333505,0.23702596,-9.332599,0.01185758,-0.107251144,3.583121
1789735255332,0.39504328,0.08619126,-9.370906,0.032774884,-0.0866003,3.590715
