timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1789836558111,7.417237,-0.8475474,7.201759,0.0181514224,0.032951816,0.0055850536
1789836558449,7.429208,-0.8379706,7.2568252,0.021223202,0.030717794,0.007819075
1789836558827,7.417237,-0.8810662,7.22091236,0.017872172,0.032951816,0.0013962634
1789836559163,7.417237,-0.8643068,7.153875,0.02094395,0.03015929,0.003630285
1789836559546,7.3909008,-0.85473,7.2065468,0.021223202,0.030997048,0.0039095376
1789836559877,7.386112,-0.8595184,7.21133536,0.01870993,0.028763026,0.0022340214
1789836560208,7.3909008,-0.8834604,7.1993648,0.02401573,0.032951816,0.004468043
1789836560577,7.405266,-0.8882488,7.22091236,0.015079645,0.03351032,0.0067020644
1789836560913,7.441179,-0.8403648,7.204153,0.0189891824,0.030717794,0.0033510322
1789836561285,7.441179,-0.825999536,7.1969704,0.0181514224,0.026529004,0.00837758
1789836561619,7.41244836,-0.8571242,7.2185184,0.0189891824,0.035185836,0.006143559
1789836561947,7.4507555,-0.825999536,7.261614,0.019547688,0.03239331,0.005026548
1789836562337,7.371747,-0.821211136,7.2304892,0.017592918,0.0312763,0.0067020644
1789836562718,7.410054,-0.8643068,7.2664024,0.024574236,0.027366762,0.0019547688
1789836563060,7.3909008,-0.8810662,7.2472488,0.01870993,0.03239331,0.0022340214
1789836563428,7.417237,-0.8331822,7.2328836,0.01870993,0.035185836,0.0053058008
1789836563760,7.431602,-0.8523358,7.225701,0.022060962,0.029880038,0.004468043
1789836564087,7.431602,-0.8643068,7.237672,0.018430676,0.029880038,0.0053058008
1789836564453,7.417237,-0.8475474,7.24246036,0.020385446,0.02932153,0.0055850536
1789836564782,7.417237,-0.8523358,7.2328836,0.015079645,0.03015929,0.00726057
1789836565114,7.40766,-0.866701,7.252037,0.0189891824,0.03323107,0.004468043
1789836565484,7.4627268,-0.8523358,7.192182,0.013683381,0.03351032,0.005026548
1789836565816,7.4244192,-0.866701,7.2352776,0.021223202,0.027925268,0.006143559
1789836566147,7.4148424,-0.81881692,7.2304892,0.01563815,0.03211406,0.004468043
1789836566513,7.398083,-0.8714894,7.302315,0.020385446,0.02932153,0.004468043
1789836566847,7.410054,-0.8643068,7.204153,0.017313666,0.03239331,0.0027925268
1789836567226,7.455544,-0.8475474,7.264008,0.015358897,0.029880038,-0.00027925268
1789836567560,7.3909008,-0.8523358,7.2304892,0.01563815,0.032951816,0.0013962634
1789836567888,7.369353,-0.8403648,7.22330668,0.017872172,0.03434808,0.0016755161
1789836568254,7.3789292,-0.825999536,7.237672,0.014800392,0.0312763,0.006143559
1789836568583,7.431602,-0.8858546,7.2352776,0.01870993,0.029600784,0.0016755161
1789836568912,7.395689,-0.8475474,7.201759,0.020385446,0.029880038,0.005026548
1789836569281,7.422025,-0.8571242,7.2328836,0.0189891824,0.024853488,0.0019547688
1789836569611,7.419631,-0.8355764,7.240066,0.01563815,0.037140608,0.0011170107
1789836569988,7.40287168,-0.8690952,7.2352776,0.017034414,0.03351032,0.007819075
1789836570324,7.4363908,-0.85473,7.180211,0.022340214,0.030997048,0.0055850536
1789836570653,7.433996,-0.82360536,7.237672,0.014241886,0.031555552,0.006981317
1789836571024,7.4363908,-0.85473,7.252037,0.0189891824,0.036023596,0.0013962634
1789836571353,7.417237,-0.8882488,7.2304892,0.018430676,0.026808258,0.0030717794
1789836571728,7.431602,-0.8619126,7.249643,0.01870993,0.028483772,0.0055850536
1789836572064,7.4627268,-0.85473,7.177817,0.01675516,0.031834804,0.005026548
1789836572396,7.431602,-0.8523358,7.225701,0.017313666,0.03211406,0.002513274
1789836572768,7.398083,-0.8738836,7.201759,0.021223202,0.03043854,0.004468043
1789836573096,7.4004776,-0.8595184,7.237672,0.0206647,0.0312763,0.005026548
1789836573473,7.4387848,-0.82360536,7.2304892,0.02094395,0.028483772,0.0053058008
1789836573813,7.417237,-0.81881692,7.237672,0.021223202,0.033789576,0.0067020644
1789836574186,7.431602,-0.8619126,7.204153,0.016475908,0.030997048,0.00726057
1789836574516,7.40287168,-0.8451532,7.204153,0.017872172,0.030997048,0.00418879
1789836574846,7.422025,-0.8762778,7.252037,0.023177972,0.029880038,0.0030717794
