timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1789719549798,10.06283,-0.23702596,0.11492168,0.018652374,0.03437366,-0.0025313936
1789719550174,10.0341,-0.22984336,0.1364695,0.016787136,0.029310872,0.004929556
1789719550503,10.06283,-0.22505496,0.1604115,0.015321592,0.03237519,0.004529862
1789719550835,10.06283,-0.17477672,0.095768068,0.014921899,0.032908116,0.0046630936
1789719551213,10.0987424,-0.23223756,0.1316811,0.017320062,0.029710566,0.00706125536
1789719551548,10.041282,-0.20111294,0.1604115,0.015321592,0.0277121,0.0054624808
1789719551918,10.041282,-0.191536132,0.12449849,0.016387442,0.031975496,0.0031975498
1789719552247,10.065224,-0.191536132,0.1412579,0.019851454,0.03130934,0.00359724336
1789719552620,10.0748008,-0.17477672,0.177170932,0.014788668,0.03330781,0.004396631
1789719552958,10.055647,-0.21068976,0.179565132,0.018119448,0.031842264,-0.0015987749
1789719553334,10.067618,-0.19632454,0.05746084,0.011591119,0.03237519,0.0030643184
1789719553659,10.06283,-0.21547816,0.14604631,0.018385912,0.03543951,0.0011990811
1789719553988,10.014946,-0.16998832,0.17238252,0.017852986,0.029843798,0.0015987749
1789719554361,10.04607,-0.20350714,0.11971009,0.01851914,0.02917764,0.0037304748
1789719554688,10.070012,-0.16759412,0.08140286,0.01718683,0.029710566,0.0046630936
1789719555023,9.988609,-0.21547816,0.095768068,0.017586524,0.030243492,0.0019984686
1789719555387,10.055647,-0.186747732,0.055066636,0.017986218,0.026113322,-0.00013323124
1789719555715,10.060435,-0.177170932,0.15801731,0.019851454,0.029310872,0
1789719556045,10.055647,-0.20829556,0.10055647,0.014388974,0.029444104,0.005995406
1789719556412,10.072407,-0.21308396,0.14604631,0.011990812,0.03237519,0.005595712
1789719556748,10.070012,-0.191536132,0.1340753,0.014788668,0.029577336,0.00053292496
1789719557077,10.067618,-0.19393034,0.1316811,0.019851454,0.026246556,0.0009326187
1789719557452,10.048465,-0.186747732,0.095768068,0.018918836,0.027179174,0.002264931
1789719557785,10.065224,-0.22505496,0.15083471,0.016520674,0.02691271,0.0058621744
1789719558151,10.041282,-0.184353532,0.12928688,0.016653904,0.02797856,0.007327718
1789719558479,10.060435,-0.21308396,0.074220252,0.01398928,0.030643184,0.0058621744
1789719558811,10.01734,-0.17238252,0.11252748,0.01825268,0.034906584,0.0017320062
1789719559175,10.0748008,-0.184353532,0.10773908,0.01505513,0.03237519,0.0067947932
1789719559507,10.029311,-0.20829556,0.10773908,0.017986218,0.033174578,0.002797856
1789719559835,10.060435,-0.20350714,0.1388637,0.0177197552,0.028644716,0.004396631
1789719560199,10.072407,-0.179565132,0.055066636,0.016653904,0.03250842,-0.0030643184
1789719560531,10.058042,-0.21068976,0.110133272,0.016920368,0.029444104,0.0041301684
1789719560862,10.04607,-0.22984336,0.16519992,0.017586524,0.028245022,-0.00053292496
1789719561231,10.084377,-0.19632454,0.15322891,0.013189893,0.030776416,0.0011990811
1789719561563,10.055647,-0.21308396,0.11731588,0.014388974,0.030909648,0.0017320062
1789719561936,10.04607,-0.20111294,0.10055647,0.014388974,0.02997703,0.006661562
1789719562271,10.000581,-0.186747732,0.1364695,0.02025115,0.030776416,0.0041301684
1789719562599,10.070012,-0.21547816,0.12449849,0.015854517,0.027578866,0.00359724336
1789719562961,10.019734,-0.186747732,0.179565132,0.015721286,0.03424043,0.006928025
1789719563297,10.0508584,-0.179565132,0.1388637,0.015321592,0.030909648,-0.00039969372
1789719563625,10.014946,-0.22505496,0.10055647,0.016520674,0.03437366,0.0031975498
1789719563999,10.048465,-0.191536132,0.1436521,0.015987748,0.029577336,0.0026646248
1789719564350,10.089166,-0.191536132,0.11492168,0.017453292,0.030243492,0.0017320062
1789719564718,10.048465,-0.22744916,0.16280572,0.015321592,0.033174578,-0.00079938744
1789719565045,10.058042,-0.189141932,0.12210429,0.014255743,0.030509954,-0.0009326187
1789719565373,10.0748008,-0.20829556,0.1388637,0.014788668,0.025313934,-0.0006661562
1789719565740,10.058042,-0.184353532,0.12449849,0.015987748,0.026513018,0.002797856
1789719566075,10.012551,-0.19871874,0.095768068,0.0177197552,0.02997703,0.002797856
1789719566447,10.084377,-0.19871874,0.11492168,0.016387442,0.03250842,0.0009326187
1789719566779,10.024523,-0.181959332,0.110133272,0.017852986,0.029444104,0.0013323124
1789719567107,10.09156,-0.177170932,0.12449849,0.014122511,0.02904441,0.00079938744
1789719567479,10.065224,-0.19632454,0.14844051,0.014788668,0.031709034,0.005196018
1789719567807,10.055647,-0.20590134,0.1412579,0.014788668,0.032108728,0.0042633996
1789719568136,10.04607,-0.19632454,0.1436521,0.014788668,0.03130934,0.0031975498
1789719568507,10.055647,-0.22744916,0.10055647,0.0177197552,0.03237519,0.0029310872
1789719568839,10.053253,-0.19871874,0.15801731,0.011724349,0.02904441,0.00706125536
1789719569206,10.055647,-0.21068976,0.1388637,0.014788668,0.03117611,0.00706125536
1789719569536,10.041282,-0.19871874,0.12449849,0.015854517,0.03250842,0.0025313936
1789719569869,10.053253,-0.22266076,0.12210429,0.012523737,0.036372124,0.00706125536
1789719570239,10.067618,-0.19632454,0.12210429,0.016520674,0.028644716,0.0037304748
1789719570571,10.0341,-0.186747732,0.074220252,0.01185758,0.034640124,0.0019984686
1789719570901,10.014946,-0.217872352,0.1316811,0.015987748,0.0303767232,0.003330781
1789719571270,10.041282,-0.181959332,0.079008652,0.013722817,0.03011026,0.008393568
1789719571601,10.055647,-0.16280572,0.11731588,0.018385912,0.029710566,0.0063950996
1789719571974,10.04607,-0.20350714,0.110133272,0.016920368,0.03250842,0.0057289432
1789719572304,10.058042,-0.16998832,0.16759412,0.015854517,0.031975496,0.00359724336
1789719572638,10.048465,-0.19632454,0.088585464,0.014122511,0.029710566,0.0015987749
1789719572999,10.048465,-0.1604115,0.12449849,0.015721286,0.031975496,0.0037304748
1789719573326,10.055647,-0.217872352,0.22266076,0.014921899,0.031709034,0.0029310872
1789719573664,10.065224,-0.19871874,0.12928688,0.015854517,0.0277121,0.0062618684
1789719574032,10.038888,-0.189141932,0.110133272,0.01505513,0.029577336,0.00013323124
1789719574365,10.041282,-0.186747732,0.12210429,0.018785606,0.035972436,0.0041301684
1789719574692,10.048465,-0.23702596,0.12689268,0.016787136,0.027312404,0.0026646248
1789719575059,10.053253,-0.184353532,0.15083471,0.015854517,0.028511486,0.0006661562
1789719575389,10.070012,-0.191536132,0.10295067,0.019185298,0.03011026,0.0065283304
1789719575760,10.058042,-0.20829556,0.06943185,0.013722817,0.031575808,-0.0031975498
1789719576097,10.04607,-0.19871874,0.1316811,0.014655436,0.032774884,0.00039969372
1789719576495,10.0748008,-0.23942018,0.110133272,0.01612098,0.029310872,0.008526799
1789719576830,10.0508584,-0.20829556,0.15083471,0.016520674,0.031842264,0.00359724336
1789719577198,10.04607,-0.25378536,0.12210429,0.01625421,0.028644716,0.0011990811
1789719577524,10.058042,-0.16280572,0.20350714,0.015854517,0.02997703,0.0011990811
1789719577855,10.055647,-0.22744916,0.15083471,0.01625421,0.03424043,0.0050627872
1789719578219,10.067618,-0.22505496,0.088585464,0.0151883616,0.032774884,0.0057289432
1789719578544,10.055647,-0.15801731,0.16998832,0.016653904,0.032908116,0.005196018
1789719578877,10.038888,-0.16280572,0.1436521,0.017453292,0.032908116,0.004929556
1789719579243,10.036493,-0.1604115,0.12689268,0.015854517,0.029577336,0.0074609496
1789719579567,10.055647,-0.220266544,0.12210429,0.01851914,0.032774884,0.003863706
1789719579901,10.022128,-0.20829556,0.10295067,0.020117918,0.03224196,0.0041301684
1789719580271,10.048465,-0.19632454,0.11731588,0.0177197552,0.02997703,0.0065283304
1789719580603,10.108319,-0.189141932,0.217872352,0.01385605,0.026379786,-0.00026646248
1789719580933,10.0508584,-0.20590134,0.093373864,0.01851914,0.02598009,0.003863706
1789719581307,10.0508584,-0.16998832,0.1364695,0.018119448,0.034107196,0.0030643184
1789719581637,10.0748008,-0.181959332,0.15322891,0.013722817,0.030643184,0.011191424
1789719581963,10.055647,-0.19871874,0.184353532,0.015721286,0.02904441,0.0041301684
1789719582333,10.031705,-0.22266076,0.12449849,0.014921899,0.032108728,0.0009326187
1789719582664,10.041282,-0.177170932,0.16280572,0.015321592,0.029577336,0.0029310872
1789719583033,10.055647,-0.17477672,0.095768068,0.018119448,0.027179174,-0.0023981622
