timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1789836067645,0.2633622,8.346188,5.695806,0.01870993,0.027925268,0.0027925268
1789836068017,0.28491,8.3150624,5.7508724,0.017313666,0.031555552,0.0016755161
1789836068345,0.2873042,8.348581,5.705383,0.018430676,0.03211406,0.003630285
1789836068672,0.2705448,8.319851,5.805939,0.019268434,0.030997048,0.00027925268
1789836069040,0.31603462,8.377312,5.722142,0.020106192,0.0363028436,0.0030717794
1789836069368,0.2777274,8.281544,5.729325,0.01870993,0.03015929,0.0016755161
1789836069697,0.29448682,8.331821,5.7029884,0.0181514224,0.027087512,0.003630285
1789836070064,0.2896984,8.358158,5.705383,0.017592918,0.0312763,0.005026548
1789836070396,0.29688102,8.350976,5.693412,0.0189891824,0.03239331,0.008656833
1789836070729,0.2777274,8.3150624,5.722142,0.013962634,0.02932153,0.002513274
1789836071096,0.29927522,8.336611,5.722142,0.015917402,0.03267256,0.0058643064
1789836071425,0.2681506,8.310274,5.7365076,0.019826942,0.0312763,0.0030717794
1789836071753,0.2801216,8.288726,5.6670756,0.0189891824,0.02904228,0.009215338
1789836072123,0.29927522,8.319851,5.7245364,0.0181514224,0.02932153,0.006143559
1789836072450,0.29927522,8.327033,5.755661,0.017872172,0.03211406,0.0027925268
1789836072777,0.2777274,8.317456,5.659893,0.0189891824,0.031555552,0.008936086
1789836073158,0.29688102,8.288726,5.6766524,0.018430676,0.031555552,0.0047472956
1789836073496,0.2657564,8.322245,5.681441,0.02094395,0.0312763,0.0058643064
1789836073883,0.30645782,8.327033,5.705383,0.01675516,0.033789576,0.006981317
1789836074263,0.25139116,8.317456,5.7389016,0.017313666,0.032951816,0.0058643064
1789836074594,0.2681506,8.300697,5.683835,0.017313666,0.029600784,0.0064228116
1789836074920,0.2777274,8.307879,5.731719,0.017872172,0.0312763,0.004468043
1789836075286,0.32321724,8.343793,5.6910176,0.019826942,0.034906584,0.0067020644
1789836075614,0.28491,8.3390048,5.6982,0.021502456,0.030717794,0.005026548
1789836075942,0.260968,8.327033,5.7125652,0.017872172,0.03043854,0.00726057
1789836076308,0.30645782,8.307879,5.731719,0.021502456,0.03211406,0.008936086
1789836076634,0.2777274,8.334216,5.6359508,0.014800392,0.030717794,0.0013962634
1789836076960,0.2753332,8.334216,5.729325,0.017872172,0.027925268,0.0022340214
1789836077332,0.28491,8.331821,5.734113,0.019268434,0.03323107,0.00027925268
1789836077658,0.2825158,8.343793,5.741296,0.021502456,0.027646014,0.00083775808
1789836077988,0.25617956,8.365341,5.6646816,0.019268434,0.036023596,0.0016755161
1789836078358,0.2825158,8.336611,5.731719,0.01675516,0.03351032,0.0013962634
1789836078686,0.2705448,8.307879,5.7843916,0.016196656,0.029600784,0.0039095376
1789836079016,0.25857376,8.312668,5.731719,0.0217817084,0.03239331,0.00418879
1789836079378,0.2801216,8.341399,5.683835,0.019547688,0.03239331,0.002513274
1789836079707,0.29448682,8.3150624,5.674258,0.017313666,0.029880038,0.00418879
1789836080039,0.30166942,8.324639,5.6766524,0.01452114,0.035744344,0.006981317
1789836080407,0.31364042,8.336611,5.6886232,0.015358897,0.03043854,0.0047472956
1789836080736,0.260968,8.331821,5.7125652,0.020106192,0.03015929,0.00753982268
1789836081066,0.2825158,8.3390048,5.7029884,0.017872172,0.028204522,0.002513274
1789836081432,0.24899698,8.298303,5.657499,0.01563815,0.029600784,0.0033510322
1789836081766,0.24181438,8.350976,5.638345,0.022060962,0.03015929,0.008656833
1789836082092,0.2633622,8.341399,5.693412,0.01452114,0.03267256,0.0055850536
